Year,Month,NHSTART,MORTGAGE30,CSHPRICE,HSN1F,ASPNHS,CPI,HSUPPLY
2020,9,1448.0,2.9,226.0,971.0,405100.0,260.1,3.5
2020,10,1514.0,2.8,229.4,969.0,394600.0,260.5,3.5
2020,11,1551.0,2.8,232.7,865.0,396100.0,260.9,4.0
2020,12,1661.0,2.7,235.6,943.0,401700.0,261.6,3.8
2021,1,1625.0,2.7,238.5,993.0,418600.0,262.2,3.6
2021,2,1447.0,2.8,241.6,823.0,407500.0,263.2,4.5
2021,3,1725.0,3.1,245.5,873.0,414700.0,264.8,4.2
2021,4,1514.0,3.1,249.8,796.0,434800.0,266.8,4.8
2021,5,1594.0,3.0,254.4,720.0,442500.0,268.6,5.5
2021,6,1650.0,3.0,259.0,701.0,429600.0,271.0,6.0
2021,7,1534.0,2.9,,708.0,446000.0,272.3,6.2
